,collocation,translate
54964,provender,饲养场
54965,custardy,呆板的
54966,castrato,卡斯特拉托
54967,gong,锣
54968,medical-device,医疗器械
54969,redirected,重定向
54970,ear-shattering,震耳欲聋
54971,post-freudian,后弗洛伊德主义
54972,reciprocating,往复式
54973,public-television,公共电视
54974,export-import,出口-进口
54975,look-at-me,看着我
54976,(draper),(Draper)
54977,foxtail,狐狸尾巴
54978,unenhanced,未增强
54979,cycladic,塞克拉迪奇
54980,soviet-designed,苏联设计
54981,sectioned,分段的
54982,archimedean,阿基米德
54983,(tule),(Tule)
54984,sawn,锯开的
54985,spring-flowering,春暖花开
54986,heterocyclic,杂环
54987,psychopharmacological,精神药理学
54988,quietism,宁静主义
54989,(morro),(莫罗)
54990,big-breasted,大胸
54991,patchiness,斑点状
54992,kinesthetically,动感上
54993,multifactor,多因素
54994,lunette,卢内特
54995,photostat,照相机
54996,regionalist,地方主义者
54997,pharmacognosy,生药学
54998,localised,本地化
54999,synchro,同步
55000,hypertensive,高血压
55001,(proteomics),(蛋白质组学)
55002,sanitization,卫生处理
55003,single-case,单箱
55004,internal-external,内部-外部
55005,asset-allocation,资产配置
55006,(dejeuner),(Dejeuner)
55007,weather-wise,天气方面
55008,allocative,配置式
55009,full-swing,全速前进
55010,white-black,黑白相间
55011,anti-federalist,反联邦主义者
55012,crossbowman,弩人
55013,cerebellopontine,桥小脑
55014,horatian,霍拉提安
55015,heme,亚铁血红素
55016,surinamese,苏里南文
55017,histopathological,组织病理学
55018,mathematic,数学
55019,pottage,波蒂奇
55020,balalaika,巴拉莱卡
55021,retransmission,重传
55022,(shearer),(采煤机)
55023,tetra,利乐
55024,overmantel,超额壁炉架
55025,ultraportable,超便携
55026,ascites,腹水
55027,rusting,生锈
55028,spank,打屁股
55029,justificatory,正当性的
55030,faking,造假
55031,meningeal,脑膜
55032,perjurious,不公正的
55033,phantasy,幻觉
55034,quadruple,四倍
55035,pat-down,搜身
55036,stromal,基质
55037,flat-tax,统一税
55038,transposon,转座子
55039,four-word,四个字
55040,moldovan,摩尔多瓦
55041,subscore,小分
55042,self-fulfillment,自我实现
55043,astragalus,黄芪
55044,phone-line,电话线
55045,uranian,天王星
55046,medicament,药剂
55047,late-18th-century,18世纪末
55048,pisser,撒尿者
55049,pre-screened,预先筛选好的
55050,center-periphery,中心-外围
55051,bechamel,贝哈梅尔
55052,recession-resistant,抗衰退
55053,post-polio,小儿麻痹症后
55054,retroviral,逆转录病毒
55055,inter-observer,观察者间
55056,scopic,镜片
55057,redox,氧化还原
55058,defamiliarization,陌生化
55059,sustainment,支持
55060,aft-facing,面向后方
55061,cod-liver,鳕鱼肝
55062,sabayon,萨巴扬
55063,petit-bourgeois,小资产阶级
55064,foreseeability,可预测性
55065,russian-jewish,俄裔犹太人
55066,neurophysiologist,神经生理学家
55067,high-output,高产
55068,reductionistic,简化论
55069,adult-like,成人式
55070,panoptic,全景
55071,comet-like,类彗星
55072,short-season,短季
55073,single-level,单级
55074,scratch-off,刮掉
55075,sedating,镇静剂
55076,redshifted,红移
55077,unicameral,单房室
55078,eight-fifteen,八点十五分
55079,organised,有组织的
55080,interparty,当事人间
55081,tefillin,填鸭式
55082,soiling,弄脏
55083,wall-hung,挂在墙上
55084,calabrian,卡拉布里亚
55085,strength-to-weight,力量-重量比
55086,mid-infrared,中红外
55087,lower-order,低阶
55088,fluoxetine,氟西汀
55089,tuberculin,结核菌素
55090,subnotebook,子注解框
55091,dhoti,多蒂
55092,medium-priced,中等价位
55093,towhead,TOWEAD
55094,gloriosa,光荣的
55095,bengali,孟加拉语
55096,baby-making,制造婴儿
55097,quivery,颤抖
55098,five-string,五弦琴
55099,forecasted,预测
55100,raven-black,乌鸦-黑色
55101,shortgrass,短草
55102,creditably,值得称赞的
55103,sixth-ranked,排名第六
55104,drug-abuse,药物滥用
55105,bioactive,生物活性
55106,radio-wave,无线电波
55107,winter-weary,冬日疲惫
55108,mild-flavored,淡味的
55109,sarsaparilla,萨萨帕里拉
55110,line-of-sight,视线
55111,whelp,小家伙
55112,thralldom,奴役
55113,obsequiously,唯唯诺诺
55114,disjoint,不相交
55115,microbus,微型巴士
55116,urban-planning,城市规划
55117,then-existing,当时-现有的
55118,hand-crank,手摇曲柄
55119,stronger-than-expected,强于预期
55120,pimply-faced,满脸丘疹
55121,diffusely,弥漫地
55122,diffract,衍射光
55123,despoliation,掠夺
55124,green-and-yellow,绿黄相间
55125,stress-inducing,压力诱导性
55126,much-lauded,广受好评
55127,truckbed,卡车床
55128,tar-like,焦油状
55129,torpedo-shaped,鱼雷形
55130,republican-sponsored,共和党赞助
55131,rumanian,罗马尼亚语
55132,self-generation,自我生成
55133,ratiocination,推理
55134,meathead,笨蛋
55135,epitaxy,外延
55136,umeboshi,阿美伯希
55137,waste-to-energy,废物转化为能源
55138,professional-level,专业级
55139,fertilizing,施肥法
55140,wringing,痛苦不堪
55141,imperturbably,无动于衷
55142,eeriest,最可怕的
55143,gunslinger,枪手
55144,two-passenger,两名乘客
55145,weary-looking,疲惫的样子
55146,merrymaker,制造欢乐的人
55147,pg-rated,PG级
55148,grumpiness,脾气暴躁
55149,two-page,两页纸
55150,single-lane,单车道
55151,bright-pink,亮粉色
55152,executive-level,高管级别
55153,dewy-eyed,水汪汪的眼睛
55154,bathing-suit,泳衣
55155,derided,被嘲笑
55156,juiced-up,加了果汁
55157,re-emphasis,重新强调
55158,tissue-thin,薄薄的组织
55159,discreditable,声名狼藉
55160,two-foot-high,两英尺高
55161,(curie),(居里夫人)
55162,in-kind,实物
55163,mouthing,嘴上说
55164,low-country,低地国家
55165,puddled,做了水泥
55166,obverse,正面
55167,entombed,被埋葬
55168,seven-room,七间房
55169,hell-raising,地狱般的升腾
55170,inflexibly,固执己见
55171,reconstructionist,重构主义者
55172,white-noise,白噪声
55173,candy-apple,糖果--苹果
55174,deep-breathing,深呼吸
55175,tailfin,尾翼
55176,well-illustrated,插图精美
55177,knife-sharp,刀锋锋利
55178,highly-trained,训练有素
55179,preciously,可贵的
55180,hand-embroidered,手工刺绣
55181,razzmatazz,令人眩晕的
55182,moneybags,有钱人
55183,poster-size,海报大小
55184,unengaged,空闲的
55185,liquidy,流通性
55186,smirky,沾沾自喜
55187,phantasmagorical,变幻莫测
55188,self-annihilation,自我湮灭
55189,(preventer),(防护器)
55190,noncaloric,非卡路里
55191,shipmaster,船长
55192,hooking,勾引
55193,palooka,帕卢卡
55194,jaw-dropping,令人瞠目结舌
55195,sub-commission,小组委员会
55196,asbestos-containing,含石棉
55197,coca-growing,古柯种植
55198,cricoid,环状软骨
55199,atresia,闭锁
55200,neurobehavioral,神经行为
55201,(exon),(外显子)
55202,manual-shift,手动换班
55203,thymine,胸腺嘧啶
55204,military-political,军事-政治
55205,niblick,尼布利克
55206,wallet-size,钱包大小
55207,small-mindedness,心胸狭隘
55208,fascial,筋膜
55209,guanaco,瓜纳科
55210,power-on,通电
55211,single-action,单动作
55212,guarding,守卫
55213,musicological,音乐学
55214,needs-based,基于需求的
55215,end-of-course,期末考试
55216,lacrimal,泪腺
55217,groundout,落地出局
55218,aided,受助人员
55219,ropey,绳索
55220,black-suited,黑色套装
55221,kerf,开缝
55222,pre-contact,接触前
55223,cheatgrass,作弊草
55224,subvention,补助金
55225,fire-roasted,火烧过
55226,karelian,卡雷利安
55227,item,项目
55228,single-species,单一物种
55229,sacerdotal,硬膜外
55230,compiled,已编译
55231,a-to-z,从A到Z
55232,full-coverage,全覆盖
55233,pecan-crusted,山核桃壳
55234,underuse,未充分利用
55235,nosphere,请不要使用
55236,bushmaster,大毒蛇
55237,waterproofness,防水性能
55238,televisual,电视性的
55239,hearing-aid,助听器
55240,stock-option,股票期权
55241,wingnut,翼果
55242,phylactery,胚珠
55243,governorate,省
55244,micropayment,小额支付
55245,wide,宽
55246,concealed-weapons,隐蔽武器
55247,pharmacokinetic,药代动力学
55248,anti-foreigner,排外
55249,thermoregulation,体温调节
55250,(selva),(塞尔瓦)
55251,euro-style,欧洲式
55252,junkman,吸毒者
55253,house-sized,房屋大小
55254,mortared,迫击炮
55255,crop-dusting,作物喷洒
55256,consubstantial,同质
55257,hyperbolically,双曲的
55258,aberrational,反常
55259,underlining,加下划线
55260,unbranched,未分支
55261,shitter,小便器
55262,bored-looking,看起来很无聊
55263,seraph,六翼天使
55264,oh-ho,哦-呵
55265,human-generated,人造物
55266,every-down,向下每一步
55267,tissue-paper,纸巾纸
55268,towed,被拖曳
55269,airworthiness,适航性
55270,weaponless,无武器
55271,maidenhair,银发
55272,anti-lynching,反私刑
55273,dual-core,双核
55274,metal-poor,金属贫乏
55275,unbanning,解禁
55276,(banco),(Banco)
55277,chinaberry,小红莓
55278,eight-letter,八个字母
55279,window-shop,橱窗橱窗
55280,(concours),(比赛)
55281,blood-lead,血铅
55282,cruzado,克鲁萨多
55283,bilingual,双语
55284,canebrake,手杖制动器
55285,cost-control,成本控制
55286,post-convention,后大会
55287,pledging,质押
55288,constructedness,构造性
55289,epigraphic,碑文
55290,deistic,自然神论
55291,concensus,合并
55292,ex-vessel,离船
55293,no-parking,禁止停车
55294,slap-happy,一巴掌-快乐
55295,five-alarm,五个警报
55296,closet-size,壁橱大小
55297,ogler,窃窃者
55298,anti-science,反科学
55299,hard-muscled,肌肉发达
55300,eyeshot,视线范围
55301,(cocking),(竖起)
55302,lowermost,最低层
55303,butter-colored,黄油色
55304,ob-gyn,妇产科
55305,sixth-generation,第六代
55306,drug-smuggling,毒品走私
55307,psychedelic,迷幻药
55308,(roentgen),(伦琴)
55309,toilet-paper,卫生纸
55310,intellectualized,智能化
55311,curly-headed,卷发的
55312,sweepingly,一目了然
55313,uninterruptedly,不间断地
55314,highest-risk,最高风险
55315,weather-beaten,饱经风霜
55316,coddled,溺爱
55317,rocket-like,像火箭一样
55318,glacier-fed,冰川-FED
55319,kilohertz,千赫兹
55320,well-coached,训练有素
55321,bulldozing,推土机
55322,frazzle,疲惫
55323,crispier,更脆
55324,first-tier,第一层
55325,pre-addressed,预寻址
55326,horseback-riding,骑马
55327,soft-soled,软底
55328,softball-size,垒球大小
55329,sixty-odd,六十多个
55330,implacability,冷酷无情
55331,self-deprecatory,自嘲
55332,czarina,沙皇
55333,long-married,久违的婚姻
55334,humiliatingly,丢脸地
55335,perambulation,漫步
55336,rat-a-tat,Rat-a-Tat-Tat
55337,colobus,结肠杆菌
55338,sepoy,塞波伊
55339,military-civilian,军民结合
55340,market-clearing,市场出清
55341,damselfish,娘娘腔
55342,gonadal,性腺
55343,switchable,可切换
55344,(stocker),(斯托克)
55345,thingamajig,一件一件事
55346,american-soviet,美苏
55347,ruck,鲁克
55348,(plc),(PLC)
55349,sshh,嘘，嘘
55350,tone-on-tone,单音单音
55351,uremic,尿毒症
55352,unfitted,不合身
55353,anglo-german,英德
55354,antigenic,抗原性
55355,nonbreeding,非繁育
55356,noradrenaline,去甲肾上腺素
55357,bulblet,灯泡
55358,knowing,知道
55359,tissue-specific,组织特异性
55360,spinneret,喷丝板
55361,oil-painting,油画
55362,breccia,角砾岩
55363,pupil-teacher,实习教师
55364,aestheticization,审美化
55365,boundlessness,无边无际
55366,vastus,股骨肌
55367,wasabi,芥末
55368,psychokinesis,精神动因
55369,pre-treatment,前处理
55370,unobservant,不守规矩的
55371,bankbook,存折
55372,oft-stated,常说的话
55373,high-tailed,高尾
55374,hand-over-hand,手拉手
55375,buffeting,抖动
55376,boastfully,吹嘘地
55377,slower-paced,节奏较慢
55378,first-night,第一晚
55379,strip-mined,露天矿
55380,rough,粗略的
55381,decadently,颓废的
55382,expended,已花费
55383,humdinger,亨廷格
55384,one-shoulder,单肩
55385,ramrod-straight,直杆-直杆
55386,fortune-telling,算命
55387,purposelessness,漫无目的
55388,fancy-pants,花哨的裤子
55389,b-grade,B级
55390,alluvium,冲积层
55391,florescence,花期
55392,frenziedly,疯狂地
55393,uncoerced,不受胁迫
55394,mild-to-moderate,轻至中度
55395,post-crisis,后危机时代
55396,miasmic,弥漫着烟雾
55397,island-hopping,小岛跳跃
55398,dirty-blond,金发碧眼
55399,candy-coated,糖衣
55400,veritably,名副其实
55401,veneer,单板
55402,disbelievingly,令人难以置信
55403,flush-mounted,齐平安装
55404,walk-behind,走在后面
55405,multipoint,多点
55406,shot-up,枪击事件
55407,valuing,估价
55408,unswept,未扫描
55409,befoul,犯规
55410,oppositionist,反对者
55411,bedstand,床头架
55412,evangelizing,传福音
55413,laser-based,基于激光的
55414,ectoplasmic,胞质外质
55415,ninety-day,90天
55416,ultimacy,最后通牒
55417,apatosaurus,迷惑龙
55418,stargazing,观星
55419,parsi,帕西语
55420,(newswire),(注：Newswire)
55421,sightlessly,看不见
55422,rehabilitator,康复者
55423,median-priced,中等价位
55424,non-pathological,非病理性
55425,tax-rate,税率
55426,self-communication,自我沟通
55427,rarefaction,稀疏化
55428,maguey,马奎伊
55429,co-occurring,共生的
55430,haloperidol,氟哌啶醇
55431,belatedness,迟到
55432,clavichord,古钢琴
55433,gyrfalcon,矛隼
55434,heteronomous,异型单胞菌
55435,permanent,永久性的
55436,patentee,专利权人
55437,grandfathered,祖辈
55438,uploaded,已上载
55439,biogeochemistry,生物地球化学
55440,non-manual,非手动
55441,sestina,塞斯蒂娜
55442,ovipositor,产卵器
55443,unpaged,未分页
55444,point-of-use,使用点
55445,switcheroo,切换
55446,county-level,县级
55447,bewitchment,迷惑
55448,leal,李尔
55449,drivable,可驾驶的
55450,misrecognition,误认
55451,half-cent,半分钱
55452,pinging,正在执行ping
55453,trunkful,笨重的
55454,santolina,桑托利纳
55455,showboating,炫耀
55456,mealworm,粉虫
55457,drollery,滑稽笑话
55458,(time-of-day),(一天的时间)
55459,clay-like,粘土状
55460,forty-three-year-old,43岁的他
55461,weight-reduction,减肥
55462,well-polished,打磨得很好
55463,leaf-shaped,叶形
55464,head-in-the-sand,头扎进沙子里
55465,squinty-eyed,眯着眼睛
55466,butterflied,蝴蝶
55467,sex-segregated,性别隔离
55468,higher-tech,更高技术
55469,uttering,发声
55470,commended,受表彰
55471,best-documented,记录最好的
55472,dawn-to-dusk,从黎明到黄昏
55473,well-toned,色调很好
55474,outfight,一决胜负
55475,flex-time,弹性时间
55476,head-shaking,摇头
55477,kegger,装桶机
55478,fifth-best,第五名
55479,razor-edged,锋利的
55480,music-video,音乐-视频
